Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
429,Matt Thomas,SG,25,TOR,13,0,11.6,1.7,3.3,0.512,1.2,2.5,0.5,0.5,0.8,0.545,0.698,0.4,0.5,0.714,0.1,1.4,1.5,0.3,0.3,0,0.5,1,5,151,12.6,0.705,0.744,0.163,0.7,12.1,6.5,4,1.3,0,11.5,14.7,0.2,0.2,0.4,0.134,0.6,-1.5,-0.9,0
430,Tristan Thompson,C,28,CLE,35,35,31.3,5.1,10.4,0.496,0.1,0.2,0.429,5.1,10.2,0.497,0.5,1.9,3.1,0.602,4,6.4,10.4,2.2,0.7,1,1.9,2.3,12.2,1097,16.6,0.521,0.019,0.298,13.9,22.6,18.2,10.8,1.2,2.7,14,18.6,1,0.7,1.7,0.075,-0.9,1.3,0.3,0.6
431,Matisse Thybulle,SG,22,PHI,30,3,17.6,1.6,3.7,0.438,1,2.2,0.463,0.6,1.5,0.4,0.576,0.5,0.8,0.667,0.3,0.8,1.1,1.2,1.4,0.7,0.9,2.1,4.8,529,11,0.592,0.598,0.214,1.7,5,3.4,9.2,3.9,3.5,18.6,12.2,0.2,1,1.2,0.105,-1.1,3.1,2,0.5
432,Anthony Tolliver,PF,34,POR,28,8,16.2,1,3,0.341,0.9,2.5,0.343,0.2,0.5,0.333,0.482,0.4,0.6,0.75,0.6,2.2,2.8,0.8,0.3,0.3,0.7,1.5,3.4,454,6.4,0.511,0.824,0.188,3.9,13.8,8.9,6.4,0.8,1.3,17.9,10.5,0,0.2,0.2,0.022,-2,-0.6,-2.6,-0.1
433,Karl-Anthony Towns,C,24,MIN,23,23,33.9,9,17.5,0.514,3.6,8.5,0.418,5.4,9,0.604,0.615,4.9,6.2,0.796,2.7,9,11.7,4.4,1,1.3,3.1,3.5,26.5,779,28.4,0.654,0.486,0.352,8.1,27.9,17.8,23.7,1.4,3,13.4,28.4,2.9,1.1,4,0.248,7.4,1.9,9.3,2.2
434,Gary Trent,SG,21,POR,25,2,12.1,1.4,3.8,0.379,0.9,2.4,0.377,0.5,1.4,0.382,0.5,0.2,0.2,1,0.2,0.8,1,0.5,0.3,0.2,0.3,0.8,4,302,8.5,0.512,0.642,0.042,1.7,6.7,4.2,5.4,1.3,1.4,7.6,14.7,0.1,0.1,0.2,0.026,-1.4,-2.1,-3.5,-0.1
435,Allonzo Trier,PG,24,NYK,17,1,12.8,2.1,4.3,0.493,0.9,2.3,0.385,1.2,2,0.618,0.596,1.8,2.3,0.795,0.1,1.3,1.4,1.3,0.1,0.2,1.2,1.4,6.9,217,14.8,0.654,0.534,0.534,0.5,10.9,5.5,16,0.4,1.7,18.9,21.6,0.3,0,0.4,0.085,0.2,-3.3,-3.2,-0.1
436,P.J. Tucker,PF,34,HOU,35,35,36,3.1,6.5,0.476,1.7,4.3,0.384,1.5,2.2,0.654,0.603,0.7,0.9,0.767,1.6,5.6,7.3,1.4,1.2,0.5,1,3.3,8.5,1261,10,0.617,0.659,0.131,4.7,16.1,10.5,5,1.5,1.1,12.9,9.1,1.5,1.2,2.7,0.102,0.1,1.2,1.2,1
437,Rayjon Tucker,F,22,UTA,3,0,4,1,1.7,0.6,0,0.7,0,1,1,1,0.6,0.3,1,0.333,0.3,0.3,0.7,0,0,0,0,0,2.3,12,18.3,0.554,0.4,0.6,9.4,8.5,8.9,0,0,0,0,23.1,0,0,0,0.116,-0.6,-7.7,-8.3,0
438,Evan Turner,PG,31,ATL,18,0,12.8,1.3,3.5,0.381,0,0.3,0,1.3,3.2,0.414,0.381,0.7,0.8,0.857,0.4,1.6,2,2,0.4,0.4,1.4,1,3.3,230,7.5,0.434,0.079,0.222,3.3,13.9,8.5,21.9,1.6,2.9,26.6,17.1,-0.4,0.1,-0.3,-0.061,-7.1,0.2,-6.9,-0.3
439,Myles Turner,C,23,IND,29,29,29.5,4.4,9.8,0.454,1.6,4.6,0.356,2.8,5.2,0.539,0.537,2,2.8,0.728,1.3,4.5,5.8,1.2,0.5,2,1.3,2.5,12.6,856,14.9,0.569,0.465,0.285,4.7,16.6,10.7,5.7,0.9,5.9,10.4,18.2,0.8,1.3,2.1,0.115,-0.5,2.2,1.8,0.8
440,Jonas Valančiūnas,C,27,MEM,35,35,25,6.1,10.3,0.593,0.7,1.5,0.451,5.5,8.9,0.616,0.625,1.6,2.2,0.75,2.6,7.1,9.7,2,0.3,0.9,2.1,2.6,14.5,875,21.5,0.644,0.141,0.211,11,30.4,20.7,12.5,0.6,3.2,15.6,22.3,1.8,0.8,2.7,0.146,1.1,0.6,1.7,0.8
441,Denzel Valentine,SF,26,CHI,21,0,12.7,2.4,5.7,0.417,1.3,3.5,0.384,1,2.2,0.468,0.533,0.2,0.2,1,0.1,1.8,2,1,0.7,0.2,0.6,1.3,6.3,266,14.4,0.544,0.608,0.042,1.1,15.8,8.2,13,2.5,1.8,8.9,21.3,0.1,0.4,0.5,0.097,-0.4,-0.1,-0.5,0.1
442,Jarred Vanderbilt,SF,20,DEN,4,0,3.3,0.3,0.3,1,0,0,,0.3,0.3,1,1,0,0,,0,0.5,0.5,0.3,0,0,0.5,0.3,0.5,13,1.2,1,0,0,0,17.1,8.4,9.9,0,0,66.7,10,0,0,0,-0.08,-7.8,-1.2,-9,0
443,Fred VanVleet,PG,25,TOR,31,31,36.3,5.9,15,0.394,2.6,6.9,0.372,3.3,8,0.414,0.481,3.6,4.2,0.847,0.3,3.6,3.9,7,1.9,0.4,2.5,2.2,18,1125,16.4,0.534,0.463,0.282,0.8,10,5.5,29.7,2.5,1,12.9,22.7,1.4,1.8,3.2,0.137,1.6,0.5,2.1,1.2
444,Noah Vonleh,C,24,MIN,24,1,12.8,1.6,3,0.534,0,0.5,0.077,1.6,2.5,0.633,0.541,0.8,1,0.833,1.2,2.9,4.1,1,0.4,0.3,0.7,1.3,4.1,306,15,0.592,0.178,0.329,9.5,24.1,16.7,11,1.5,1.6,16.9,13.5,0.4,0.4,0.8,0.128,-2,1.2,-0.8,0.1
445,Nikola Vučević,C,29,ORL,26,26,31.4,7.1,15.9,0.448,1.6,4.4,0.36,5.5,11.5,0.482,0.498,2.3,3,0.782,2.7,8.6,11.3,3.5,0.8,1,1.2,2,18.2,817,22.4,0.528,0.276,0.189,8.8,29.6,18.9,19.5,1.3,2.8,6.3,25.4,1.5,1.4,2.9,0.17,2.1,2.3,4.5,1.3
446,Dean Wade,PF,23,CLE,5,0,5.4,0.6,0.8,0.75,0.4,0.4,1,0.2,0.4,0.5,1,0,0,,0.2,1,1.2,0,0.2,0,0.4,1,1.6,27,10,1,0.5,0,4.1,20.4,12.2,0,1.8,0,33.3,9.5,0,0,0,0.066,-2.3,-3.9,-6.2,0
447,Moritz Wagner,C,22,WAS,21,4,20.4,4.4,7.6,0.581,1,2.7,0.393,3.4,5,0.683,0.65,1.7,2,0.837,1.6,4.4,6,1.3,0.7,0.6,2,3.9,11.6,429,18.7,0.682,0.35,0.269,8.2,24.6,16,9.8,1.6,2.6,19.4,21.4,0.8,0.3,1,0.116,1.3,-0.6,0.7,0.3
448,Kemba Walker,PG,29,BOS,30,30,32.3,7.5,17.3,0.432,3.6,9.1,0.398,3.8,8.2,0.469,0.537,3.9,4.5,0.874,0.8,3.1,3.9,5.2,0.9,0.6,2.3,1.6,22.5,970,22.1,0.584,0.528,0.26,2.8,10,6.4,26.3,1.4,1.7,10.7,28.5,2.7,1.3,4,0.196,5.5,-0.9,4.6,1.6
449,Lonnie Walker,SG,21,SAS,27,1,11.6,2.2,4.9,0.45,0.4,1.2,0.364,1.7,3.6,0.48,0.496,0.7,1,0.643,0.4,1.6,2,0.6,0.3,0.1,0.7,1.2,5.5,312,11.7,0.516,0.252,0.214,4.1,14.4,9.3,7.4,1.2,1.1,11.2,22.2,-0.1,0.2,0.1,0.015,-3.2,-2.6,-5.8,-0.3
450,Tyrone Wallace,SG,25,ATL,14,0,11.4,1,3.1,0.318,0.1,1.1,0.067,0.9,2.1,0.448,0.33,0.8,1.2,0.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9,160,4.1,0.389,0.341,0.386,2,13.1,7.5,11.1,2,0.5,16.3,16.1,-0.3,0.1,-0.2,-0.073,-6.8,-1.4,-8.1,-0.2
451,Taurean Waller-Prince,SF,25,BRK,36,36,30.5,4.4,11.9,0.37,2.5,6.9,0.361,1.9,4.9,0.382,0.475,0.9,1.1,0.78,0.9,5.9,6.8,2.1,0.9,0.4,2.1,2.7,12.2,1099,9.4,0.492,0.583,0.096,3,19,11.3,10.2,1.4,1.2,14.3,19.6,-0.9,1.4,0.5,0.023,-2.9,0.6,-2.3,-0.1
452,Derrick Walton,PG,24,LAC,19,1,10.8,0.9,1.8,0.5,0.5,1.1,0.45,0.4,0.7,0.571,0.632,0.3,0.4,0.857,0.1,0.6,0.7,1.1,0.2,0,0.2,0.9,2.6,205,9.2,0.661,0.588,0.206,1,5.9,3.5,12.5,0.9,0,9.7,8.2,0.4,0.1,0.5,0.122,-0.2,-1.2,-1.4,0
453,Brad Wanamaker,PG,30,BOS,34,0,18.7,2.1,4.9,0.424,0.4,1.4,0.326,1.6,3.5,0.462,0.47,1.9,2.1,0.9,0.4,1.7,2.1,2.7,0.7,0.3,1.2,1.9,6.4,637,12.3,0.557,0.279,0.424,2,9.8,5.9,19.8,1.8,1.3,17.3,15.8,0.7,0.9,1.6,0.119,-1.5,0.4,-1.2,0.1
454,T.J. Warren,SF,26,IND,37,37,32.6,7.3,14.4,0.507,1.2,3.4,0.371,6,11,0.548,0.55,2.5,3,0.839,0.9,2.9,3.8,1.4,1,0.4,1.2,2.6,18.3,1205,16.5,0.584,0.234,0.211,3.2,9.6,6.4,6.5,1.5,1.1,7.2,22.6,1.9,1.3,3.1,0.124,0.8,-1,-0.2,0.5
455,PJ Washington,PF,21,CHO,34,34,30.3,4.8,9.9,0.481,1.4,3.5,0.407,3.4,6.4,0.521,0.552,1.6,2.5,0.655,0.9,4.5,5.4,1.9,0.9,0.9,1.5,2.7,12.6,1030,13.7,0.571,0.35,0.249,3,16.8,9.6,9.8,1.5,2.7,11.8,17.9,0.8,0.7,1.5,0.071,-1.1,0.3,-0.8,0.3
456,Yuta Watanabe,SG,25,MEM,4,0,4.5,0.8,1.5,0.5,0.3,0.5,0.5,0.5,1,0.5,0.583,0,0,,0.3,1,1.3,0,0,0.3,0.3,0.3,1.8,18,11.9,0.583,0.333,0,5.9,23.7,14.8,0,0,4.8,14.3,16.2,0,0,0,0.031,-6.1,-4.2,-10.4,0
457,Tremont Waters,PG,22,BOS,5,0,7.8,1.6,4,0.4,0.4,2.2,0.182,1.2,1.8,0.667,0.45,0.8,0.8,1,0,0.6,0.6,1,0.6,0.4,1,0.8,4.4,39,14,0.506,0.55,0.2,0,8.1,4.1,20,3.7,4.7,18.7,29.3,-0.1,0.1,0,0.03,-2.9,0.9,-2,0
458,Russell Westbrook,PG,31,HOU,31,31,35.3,9,21.2,0.426,1.1,4.8,0.235,7.9,16.4,0.482,0.453,4.9,6.3,0.784,1.6,6.4,7.9,7,1.5,0.4,4.4,3.8,24.1,1094,18.3,0.503,0.227,0.295,4.7,18.6,11.7,32.9,2,0.9,15.4,32.9,0.5,1.3,1.8,0.078,-0.7,0.7,0,0.6
459,Coby White,SG,19,CHI,37,0,23.9,4.2,11.2,0.371,1.9,5.3,0.35,2.3,5.9,0.39,0.454,1.1,1.5,0.759,0.4,3.1,3.4,2.2,0.8,0.1,1.5,1.4,11.3,886,10.2,0.476,0.475,0.13,1.5,14.3,7.6,14.5,1.6,0.3,11.1,23.6,-0.8,1,0.2,0.01,-2.9,-1.3,-4.2,-0.5
460,Derrick White,SG,25,SAS,33,11,23.7,3.4,7.3,0.463,1,2.5,0.39,2.4,4.8,0.5,0.529,1.8,2.2,0.806,0.5,2.5,3,3.2,0.5,0.6,1.2,2.1,9.5,781,14.2,0.574,0.342,0.3,2.3,11.1,6.8,18.1,1.1,2.3,12.8,17.1,1.1,0.4,1.5,0.094,0.3,-0.6,-0.3,0.3
461,Hassan Whiteside,C,30,POR,35,35,29.9,6.5,10.8,0.602,0,0.1,0.5,6.5,10.8,0.602,0.603,2.7,3.6,0.768,4.1,9.9,14,1.3,0.4,2.9,1.9,3,15.8,1048,25.9,0.637,0.005,0.33,14.2,33.4,23.9,6.9,0.7,8.1,13.5,20.3,3.1,1.8,4.8,0.221,0.4,3.2,3.7,1.5
462,Andrew Wiggins,SF,24,MIN,28,28,35.5,9,20.4,0.442,2.2,6.8,0.323,6.8,13.6,0.501,0.496,3.9,5.2,0.752,1.4,4,5.4,3.3,0.7,1.1,2.5,2.4,24.1,995,17.4,0.532,0.332,0.254,3.8,12,7.8,16.4,0.9,2.5,10.1,29.2,0.7,0.7,1.4,0.068,0.3,-1.2,-0.9,0.3
463,Grant Williams,PF,21,BOS,32,1,15.5,1.2,3.1,0.38,0.3,1.4,0.178,0.9,1.7,0.545,0.42,0.7,1,0.688,0.8,1.6,2.3,1,0.4,0.5,0.8,2.2,3.3,496,6.5,0.465,0.45,0.32,5.2,10.9,8.1,8.1,1.3,3,17.4,11.9,-0.1,0.7,0.6,0.054,-3.3,1.9,-1.4,0.1
464,Johnathan Williams,F,24,WAS,6,5,20.5,2.5,3.7,0.682,0,0.2,0,2.5,3.5,0.714,0.682,0.5,0.8,0.6,2.2,4.2,6.3,1,0.2,0.8,0.3,1.2,5.5,123,16.1,0.682,0.045,0.227,11,23,16.7,6.4,0.4,3.5,7.6,8.8,0.3,0,0.4,0.137,0,0.1,0.1,0.1
465,Kenrich Williams,PF,25,NOP,35,18,22.3,1.4,4.1,0.343,0.7,2.7,0.26,0.7,1.3,0.511,0.43,0.3,0.7,0.375,1.4,3.7,5.1,1.5,0.7,0.6,0.6,2.3,3.8,779,7.9,0.43,0.671,0.168,6.4,18,12,8.6,1.5,2.3,12,9.3,0.1,0.6,0.7,0.041,-2.4,1.6,-0.8,0.2
466,Lou Williams,SG,33,LAC,35,4,30.3,6.5,15.3,0.422,1.9,5,0.374,4.6,10.3,0.446,0.483,4.8,5.6,0.858,0.4,2.6,3,6.3,0.7,0.1,3.2,1.5,19.6,1059,17.8,0.552,0.325,0.368,1.4,8.7,5.1,32,1,0.4,15.1,28.4,1.7,0.9,2.5,0.115,1.5,-2,-0.5,0.4
467,Marvin Williams,PF,33,CHO,33,0,20.1,2.5,5.2,0.474,1.2,3,0.398,1.3,2.3,0.573,0.587,1.2,1.3,0.905,0.4,2.3,2.7,1,0.7,0.5,0.6,1.8,7.3,664,13.2,0.629,0.566,0.243,2,13.2,7.4,7.6,1.7,2,9.9,13.9,1,0.4,1.4,0.103,-0.1,-0.5,-0.6,0.2
468,Robert Williams,C,22,BOS,19,1,14.2,1.7,2.6,0.673,0,0,,1.7,2.6,0.673,0.673,0.4,0.7,0.571,1.2,3.4,4.6,1.1,0.9,1.1,0.8,1.8,3.9,269,18.4,0.671,0,0.286,9.2,25.2,17.2,10.8,3.1,7.2,22.5,11.3,0.4,0.7,1.1,0.203,-1.1,7.3,6.2,0.6
469,Nigel Williams-Goss,PG,25,UTA,8,0,3,0,0.6,0,0,0.1,0,0,0.5,0,0,0.3,0.3,1,0.3,0.3,0.5,0.5,0.1,0.1,0.3,0.1,0.3,24,3.9,0.17,0.2,0.4,9.4,8.5,8.9,20.5,2,3.5,25.4,14.4,-0.1,0,0,-0.08,-8,2.9,-5.2,0
470,D.J. Wilson,PF,23,MIL,21,0,10,1.5,3.3,0.443,0.5,2,0.262,1,1.3,0.714,0.521,0.1,0.1,0.667,0.3,1.7,2,0.7,0,0.1,0.5,0.8,3.6,210,8.7,0.526,0.6,0.043,3,16.1,9.9,8.8,0,1.3,13.4,16.2,0,0.3,0.3,0.061,-2.9,-1.2,-4.1,-0.1
471,Justise Winslow,SF,23,MIA,10,5,33.7,5,12.7,0.394,0.6,2.6,0.231,4.4,10.1,0.436,0.417,1.8,2.7,0.667,1.6,5.5,7.1,4.3,0.6,0.4,2.3,3.6,12.4,337,9.3,0.446,0.205,0.213,5.6,17.3,11.8,19.4,0.9,1.2,14.2,21,-0.2,0.4,0.1,0.018,-3.8,0.4,-3.4,-0.1
472,Christian Wood,PF,24,DET,34,1,16.6,3.3,5.7,0.582,0.6,1.6,0.37,2.7,4.1,0.664,0.634,2.2,3.1,0.698,1.3,3.8,5.1,0.7,0.3,0.7,1,1.1,9.4,565,22,0.665,0.278,0.546,8.6,25.5,17.1,6.5,0.9,3.5,12.1,20.9,1.5,0.5,2.1,0.177,0.9,-0.7,0.3,0.3
473,Delon Wright,SG,27,DAL,34,2,20.3,2.8,5.6,0.495,0.7,1.7,0.404,2.1,4,0.533,0.555,1.3,1.5,0.846,0.9,2.6,3.5,3.2,1.4,0.4,0.8,1.2,7.6,690,19.2,0.598,0.297,0.271,4.6,13.1,8.9,22.2,3.2,1.5,11.2,15,1.9,1,2.9,0.199,2.1,1.9,4,1
474,Thaddeus Young,PF,31,CHI,36,0,21.8,3.5,8.8,0.399,1.1,3.3,0.325,2.4,5.5,0.442,0.459,0.7,1.1,0.6,1.5,3,4.5,1.9,1.1,0.3,1.4,1.8,8.7,786,11.7,0.471,0.37,0.127,7,15.1,10.9,13.4,2.4,1.2,13.5,20.8,-0.5,1.1,0.6,0.036,-2.6,1,-1.7,0.1
475,Trae Young,PG,21,ATL,34,34,35.1,9.3,20.8,0.448,3.5,9.4,0.375,5.8,11.4,0.509,0.533,6.7,7.9,0.85,0.5,3.8,4.3,8.4,1.2,0.1,4.8,1.7,28.9,1195,23.4,0.595,0.453,0.378,1.4,12,6.7,43.4,1.6,0.1,16.5,34.5,2.6,0.4,3,0.121,7.2,-2.8,4.4,1.9
476,Cody Zeller,C,27,CHO,36,20,23.2,4.5,8.3,0.542,0.5,1.6,0.298,4,6.7,0.6,0.571,2.3,3.2,0.698,2.9,4.4,7.3,1.2,0.6,0.4,1.4,2.6,11.7,834,19.5,0.603,0.192,0.391,13.1,21.7,17.2,8.8,1.3,1.6,13,20.9,1.8,0.6,2.4,0.137,0.7,-1,-0.2,0.4
477,Ante Žižić,C,23,CLE,14,0,10.1,1.9,3.1,0.605,0,0,,1.9,3.1,0.605,0.605,0.9,1.1,0.867,0.9,2.5,3.4,0.1,0.4,0.3,0.4,1.1,4.6,142,20.4,0.655,0,0.349,10,27.1,18.5,2.2,1.7,2.4,9.2,16.5,0.4,0.1,0.5,0.172,-1.6,-1.7,-3.3,0
478,Ivica Zubac,C,22,LAC,38,36,17.3,3.3,5.5,0.595,0,0.1,0,3.3,5.5,0.601,0.595,1.8,2.4,0.739,2.5,4.2,6.7,0.9,0.2,0.9,0.9,2.3,8.4,658,21.3,0.635,0.01,0.438,15,24.8,20,7.4,0.5,4.8,12.3,17.8,2,1.1,3,0.222,0.6,2.1,2.7,0.8
